protocol,file,application_flow_count,tx_packets,rx_packets,lost_packets,tx_bytes,rx_bytes,throughput_bps,throughput_mbps,pdr_percent,loss_percent,avg_delay_s,avg_delay_ms,avg_jitter_s,avg_jitter_ms
AODV,final1000_AODV_174.xml,2,29298,10795,17985,15820920,5829300,666205.7142857143,0.6662057142857143,36.84551846542426,63.15448153457574,0.004168151922186197,4.168151922186198,0.0006877619268179713,0.6877619268179713
AODV,final1000_AODV_175.xml,2,29298,5483,23687,15820920,2960820,338379.4285714286,0.33837942857142855,18.71458802648645,81.28541197351356,0.14226992522341783,142.26992522341783,0.005784023344884187,5.784023344884187
AODV,final1000_AODV_176.xml,2,29298,758,28091,15820920,409320,46779.42857142857,0.04677942857142857,2.587207317905659,97.41279268209433,0.38955013192612137,389.55013192612137,0.006601899736147758,6.601899736147757
AODV,final1000_AODV_177.xml,2,29298,14458,12397,15820920,7807320,892265.1428571428,0.8922651428571429,49.34807836712404,50.65192163287596,0.0025660395628717666,2.5660395628717665,0.00034049591921427583,0.34049591921427586
AODV,final1000_AODV_178.xml,2,29298,0,29170,15820920,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AODV,final1000_AODV_179.xml,2,29298,1320,27737,15820920,712800,81462.85714285714,0.08146285714285714,4.505426991603522,95.49457300839647,0.3113340909090909,311.33409090909095,0.008291484848484848,8.29148484848485
AODV,final1000_AODV_18.xml,2,29298,392,28778,15820920,211680,24192.0,0.024192,1.3379752884155915,98.66202471158441,0.2072688775510204,207.26887755102038,0.004042551020408163,4.042551020408163
AODV,final1000_AODV_180.xml,2,29298,4435,24649,15820920,2394900,273702.85714285716,0.27370285714285714,15.137552051334563,84.86244794866545,0.006821758737316799,6.821758737316799,0.0006177907553551296,0.6177907553551296
AODV,final1000_AODV_181.xml,2,29298,6326,21783,15820920,3416040,390404.5714285714,0.39040457142857143,21.591917537033247,78.40808246296676,0.13057603540942145,130.57603540942145,0.005606338918748024,5.6063389187480235
AODV,final1000_AODV_182.xml,2,29298,605,28565,15820920,326700,37337.142857142855,0.03733714285714285,2.0649873711516142,97.93501262884838,0.22160495867768595,221.60495867768594,0.006415801652892562,6.415801652892561
AODV,final1000_AODV_183.xml,2,29298,3177,25942,15820920,1715580,196066.2857142857,0.19606628571428572,10.84374360024575,89.15625639975426,0.202547686496695,202.547686496695,0.005503947119924457,5.503947119924457
AODV,final1000_AODV_184.xml,2,29298,1238,27450,15820920,668520,76402.28571428571,0.07640228571428571,4.225544405761485,95.77445559423852,0.33413408723747984,334.13408723747983,0.014115646203554119,14.11564620355412
AODV,final1000_AODV_185.xml,2,29298,9697,19187,15820920,5236380,598443.4285714285,0.5984434285714285,33.097822376954056,66.90217762304594,0.06825513045271733,68.25513045271734,0.0018538042693616583,1.8538042693616583
AODV,final1000_AODV_186.xml,2,29298,18103,11131,15820920,9775620,1117213.7142857143,1.1172137142857144,61.78920062802922,38.21079937197078,0.0695299674087168,69.5299674087168,0.0016298707396564106,1.6298707396564107
AODV,final1000_AODV_187.xml,2,29298,9673,19408,15820920,5223420,596962.2857142857,0.5969622857142857,33.01590552256127,66.98409447743873,0.07925690065129742,79.25690065129743,0.003479634032875013,3.4796340328750133
AODV,final1000_AODV_188.xml,2,29298,6242,22928,15820920,3370680,385220.5714285714,0.3852205714285714,21.305208546658474,78.69479145334152,0.05934139698814483,59.34139698814483,0.0019042133931432234,1.9042133931432235
AODV,final1000_AODV_189.xml,2,29298,4694,24540,15820920,2534760,289686.85714285716,0.28968685714285713,16.021571438323434,83.97842856167657,0.013205283340434597,13.205283340434598,0.0008855070302513848,0.8855070302513849
AODV,final1000_AODV_19.xml,2,29298,16544,12184,15820920,8933760,1021001.1428571428,1.0210011428571428,56.46801829476414,43.53198170523585,0.3118804400386847,311.8804400386847,0.004287270309477756,4.287270309477756
AODV,final1000_AODV_190.xml,2,29298,2407,26648,15820920,1299780,148546.2857142857,0.14854628571428571,8.215577855143696,91.78442214485631,0.29654964686331536,296.5496468633154,0.0046878188616535105,4.68781886165351
AODV,final1000_AODV_191.xml,2,29298,10090,19144,15820920,5448600,622697.1428571428,0.6226971428571428,34.439210867636014,65.56078913236398,0.00820378592666006,8.203785926660059,0.00027954212091179384,0.27954212091179387
AODV,final1000_AODV_192.xml,2,29298,23555,3451,15820920,12719700,1453680.0,1.45368,80.3979793842583,19.60202061574169,0.05060331139885375,50.60331139885375,0.0024012821057100404,2.4012821057100404
AODV,final1000_AODV_193.xml,2,29298,6399,20458,15820920,3455460,394909.71428571426,0.39490971428571425,21.841081302477985,78.15891869752201,0.05196170339115486,51.96170339115486,0.004152095483669323,4.152095483669323
AODV,final1000_AODV_194.xml,2,29298,665,23751,15820920,359100,41040.0,0.04104,2.2697795071335927,97.73022049286641,0.2930345864661654,293.0345864661654,0.008172661654135339,8.17266165413534
AODV,final1000_AODV_195.xml,2,29298,7625,21487,15820920,4117500,470571.4285714286,0.4705714285714286,26.025667281043074,73.97433271895693,0.03830281967213115,38.30281967213115,0.0011472826229508197,1.1472826229508197
AODV,final1000_AODV_196.xml,2,29298,634,28536,15820920,342360,39126.857142857145,0.039126857142857144,2.1639702368762372,97.83602976312376,0.30191167192429025,301.91167192429026,0.0034433438485804413,3.4433438485804415
AODV,final1000_AODV_197.xml,2,29298,11787,17373,15820920,6364980,727426.2857142857,0.7274262857142857,40.23141511365964,59.768584886340356,0.0011119334860439467,1.1119334860439467,0.00011553346907610079,0.11553346907610079
